date,country_code,sessions,purchases,revenue
2023-12-05,GB,2166,9,2558.57
2023-12-06,CA,2528,25,3871.9
2023-12-06,GB,2269,17,3498.36
2023-12-07,CA,2598,28,3699.26
2023-12-07,GB,2294,14,3037.91
2023-12-08,CA,2612,36,6248.27
2023-12-08,GB,2162,15,4084.75
2023-12-09,CA,2655,49,7699.67
2023-12-09,GB,2461,19,6867.58
2023-12-10,CA,2801,23,3322.33
2023-12-10,GB,2598,7,1848.94
2023-12-11,CA,2665,29,4870.6
2023-12-11,GB,2383,20,3711.24
2023-12-12,CA,2620,34,5496.04
2023-12-12,GB,2252,22,3869.83
2023-12-13,CA,2483,26,4966.8
2023-12-13,GB,2222,10,2934.47
2023-12-14,CA,2423,24,6357.89
2023-12-14,GB,2049,13,3767.23
2023-12-15,CA,2327,34,5062.57
2023-12-15,GB,2000,14,3153.47
2023-12-16,CA,2420,17,2404.26
2023-12-16,GB,2108,17,3077.5
2023-12-17,CA,2537,23,2939.3
2023-12-17,GB,2309,19,2764.44
2023-12-18,CA,2470,23,4289.02
2023-12-18,GB,2402,18,2836.19
2023-12-19,CA,2355,21,3838.04
2023-12-19,GB,2177,15,3031.04
2023-12-20,CA,2152,14,2337.8
2023-12-20,GB,2016,14,2765.33
2023-12-21,CA,2223,17,2578.08
2023-12-21,GB,1961,7,1347.25
2023-12-22,CA,2280,26,4779.12
2023-12-22,GB,2032,12,3853.19
2023-12-23,CA,2401,13,2633.55
2023-12-23,GB,1964,3,752.6
2023-12-24,CA,2586,16,2741.33
2023-12-24,GB,1873,2,423.26
2023-12-25,CA,3905,29,5701.69
2023-12-25,GB,3095,9,2696.05
2023-12-26,CA,4890,48,12373.1
2023-12-26,GB,3445,7,1668.66
2023-12-27,CA,3352,26,4089.87
2023-12-27,GB,2793,10,2060.02
2023-12-28,CA,3025,36,6550.38
2023-12-28,GB,2690,17,4127.73
2023-12-29,CA,2841,30,5772.57
2023-12-29,GB,2617,12,3638.88
2023-12-30,CA,2718,20,3042.11
2023-12-30,GB,2401,9,1614.36
2023-12-31,CA,2373,19,3641.37
2023-12-31,GB,2072,7,1658.37
2024-01-01,CA,2313,12,1765.98
2024-01-01,GB,2276,11,3112.31
2024-01-02,CA,2232,14,2482.47
2024-01-02,GB,2254,6,2051.44
2024-01-03,CA,2206,20,4624.38
2024-01-03,GB,2019,8,1806.41
2024-01-04,CA,2063,18,2959.27
2024-01-04,GB,1973,6,952.41
2024-01-05,CA,2300,17,3076.69
2024-01-05,GB,1960,10,1738.9
2024-01-06,CA,2385,26,5049.81
2024-01-06,GB,1988,2,374.53
2024-01-07,CA,2672,19,3484.98
2024-01-07,GB,2125,5,861.1
2024-01-08,CA,2437,18,3665.11
2024-01-08,GB,2098,10,2445.29
2024-01-09,CA,2315,18,3526.96
2024-01-09,GB,1949,5,1273.39
2024-01-10,CA,2264,22,3936.66
2024-01-10,GB,2040,6,1129.76
2024-01-11,CA,2168,16,2842.69
2024-01-11,GB,1800,9,1594.4
2024-01-12,CA,2237,15,3602.16
2024-01-12,GB,1843,9,2107.83
2024-01-13,CA,2344,17,4914.76
2024-01-13,GB,2055,2,394.61
2024-01-14,CA,2370,13,2143.05
2024-01-14,GB,2161,5,949.94
2024-01-15,CA,1992,13,2937.44
2024-01-15,GB,1907,6,2962.17
2024-01-16,CA,2129,11,1490.48
2024-01-16,GB,1911,6,1145.5
2024-01-17,CA,2130,21,4062.99
2024-01-17,GB,1853,10,2136.67
2024-01-18,CA,2173,16,3545.7
2024-01-18,GB,1701,5,1160.46
2024-01-19,CA,2294,11,1883.79
2024-01-19,GB,1699,12,2080.24
2024-01-20,CA,2373,22,3767.34
2024-01-20,GB,1998,11,4298.01
2024-01-21,CA,2216,23,3383.03
2024-01-21,GB,2110,3,410.27
2024-01-22,CA,2047,13,3547.13
2024-01-22,GB,1722,5,1044.54
2024-01-23,CA,1960,9,2384.16
2024-01-23,GB,1678,4,1293.19
2024-01-24,CA,1983,9,2239.08
2024-01-24,GB,1767,4,3115.24
2024-01-25,CA,1912,16,2874.87
2024-01-25,GB,1801,2,746.61
2024-01-26,CA,1815,17,2651.86
2024-01-26,GB,1753,9,2252.86
2024-01-27,CA,1982,10,2190.67
2024-01-27,GB,2050,0,0
2024-01-28,CA,2005,13,1746.52
2024-01-28,GB,2303,6,859.14
2024-01-29,CA,1922,10,1808.79
2024-01-29,GB,2020,10,1313.62
2024-01-30,CA,1850,9,1763.45
2024-01-30,GB,1927,5,620.1
2024-01-31,CA,1833,11,1555.08
2024-01-31,GB,1897,27,5740.28
2024-02-01,CA,1869,14,1953.8
2024-02-01,GB,1712,7,1235.72
2024-02-02,CA,1698,10,1152.23
2024-02-02,GB,1682,9,2211.9
2024-02-03,CA,2007,14,2926.5
2024-02-03,GB,1874,9,3336.45
2024-02-04,CA,2136,14,2563.37
2024-02-04,GB,2022,5,1392.22
2024-02-05,CA,1782,7,1576.74
2024-02-05,GB,1924,5,797.86
2024-02-06,CA,1831,14,2338.92
2024-02-06,GB,1713,6,2691.11
2024-02-07,CA,1776,6,789.58
2024-02-07,GB,1768,7,1970.39
2024-02-08,CA,1936,11,2574.65
2024-02-08,GB,1889,6,1309.59
2024-02-09,CA,1764,11,1392.36
2024-02-09,GB,1876,4,959.49
2024-02-10,CA,2019,13,2879.58
2024-02-10,GB,1905,6,703.59
2024-02-11,CA,1969,17,3391.61
2024-02-11,GB,1943,4,871.45
2024-02-12,CA,1813,5,724.3
2024-02-12,GB,1796,7,1523.92
2024-02-13,CA,1803,8,1374.93
2024-02-13,GB,1746,5,2348.04
2024-02-14,CA,1622,15,4260.15
2024-02-14,GB,1610,4,923.32
2024-02-15,CA,1839,13,2278.06
2024-02-15,GB,1800,11,2459.1
2024-02-16,CA,1865,14,5070
2024-02-16,GB,1738,6,2175.29
2024-02-17,CA,1862,12,1587.18
2024-02-17,GB,1876,7,2626.58
2024-02-18,CA,2114,10,2449.12
2024-02-18,GB,2037,6,3154.78
2024-02-19,CA,2004,19,3525.7
2024-02-19,GB,1738,4,1449.01
2024-02-20,CA,1982,13,2154.19
2024-02-20,GB,1769,7,1307.47
2024-02-21,CA,1975,16,3420.6
2024-02-21,GB,1693,4,1118.11
2024-02-22,CA,1801,5,524.54
2024-02-22,GB,1689,1,158.44
2024-02-23,CA,1763,22,3169.69
2024-02-23,GB,1620,6,1936.92
2024-02-24,CA,1992,15,1275.65
2024-02-24,GB,1665,6,1350.92
2024-02-25,CA,2025,7,812
2024-02-25,GB,1923,11,3146.53
2024-02-26,CA,1964,11,2145.84
2024-02-26,GB,1676,11,2966.77
2024-02-27,CA,1906,15,2644.98
2024-02-27,GB,1668,4,1094.95
2024-02-28,CA,1933,16,5191.7
2024-02-28,GB,1833,9,2522.19
2024-02-29,CA,1823,8,1446.37
2024-02-29,GB,1588,10,1947.32
2024-03-01,CA,1812,19,3580.5
2024-03-01,GB,1391,2,871.98
2024-03-02,CA,1981,13,1862.77
2024-03-02,GB,1589,4,798.32
2024-03-03,CA,2131,13,1926.79
2024-03-03,GB,2286,5,1404.39
2024-03-04,CA,1900,16,3497.13
2024-03-04,GB,1571,9,2476.86
2024-03-05,CA,1801,7,1901.2
2024-03-05,GB,1468,3,685.02
2024-03-06,CA,1940,14,2708.04
2024-03-06,GB,1629,12,3082.76
2024-03-07,CA,1992,10,1951.92
2024-03-07,GB,1544,6,1359.88
2024-03-08,CA,1853,13,2530
2024-03-08,GB,1297,5,1100.73
2024-03-09,CA,2269,30,8194.85
2024-03-09,GB,1584,3,948.64
2024-03-10,CA,2249,12,2718.41
2024-03-10,GB,1729,2,330.52
2024-03-11,CA,2338,11,1998.27
2024-03-11,GB,1504,13,2728.78
2024-03-12,CA,1920,9,1587.17
2024-03-12,GB,1393,3,862.98
2024-03-13,CA,1813,10,1578.51
2024-03-13,GB,1561,3,342.22
2024-03-14,CA,1844,19,3361.76
2024-03-14,GB,1577,6,1486.87
2024-03-15,CA,1829,20,3308.64
2024-03-15,GB,1421,6,1388.34
2024-03-16,CA,1877,14,2525.54
2024-03-16,GB,1836,8,3190.21
2024-03-17,CA,1880,14,3733.93
2024-03-17,GB,1659,3,919.06
2024-03-18,CA,1926,15,1833.2
2024-03-18,GB,1502,4,1190.36
2024-03-19,CA,1883,15,4493.18
2024-03-19,GB,1489,1,152.01
2024-03-20,CA,1906,11,2265.33
2024-03-20,GB,1425,8,1836.27
2024-03-21,CA,1896,12,2010.96
2024-03-21,GB,1460,1,84.51
2024-03-22,CA,1966,14,2698.16
2024-03-22,GB,1387,5,1257.51
2024-03-23,CA,2163,17,4491.45
2024-03-23,GB,1639,6,1713.81
2024-03-24,CA,2218,11,2754.49
2024-03-24,GB,1655,5,1620.14
2024-03-25,CA,2053,22,4279.17
2024-03-25,GB,1546,6,1079.72
2024-03-26,CA,1921,11,1574.88
2024-03-26,GB,1454,6,1777.65
2024-03-27,CA,1737,11,1669.69
2024-03-27,GB,1529,5,1314.77
2024-03-28,CA,1871,15,2797.42
2024-03-28,GB,1493,10,2139.71
2024-03-29,CA,1973,14,2195.01
2024-03-29,GB,1780,7,1149.13
2024-03-30,CA,2006,17,4269.19
2024-03-30,GB,1645,5,1738.85
2024-03-31,CA,1930,11,1766.6
2024-03-31,GB,1727,6,809.38
2024-04-01,CA,2228,12,1983.72
2024-04-01,GB,1852,7,2064.3
2024-04-02,CA,5107,12,1656.33
2024-04-02,GB,1781,9,2410.37
2024-04-03,CA,3916,16,2816.06
2024-04-03,GB,1798,6,1362.76
2024-04-04,CA,1874,16,3047.8
2024-04-04,GB,1766,5,1061.35
2024-04-05,CA,4724,9,1634.62
2024-04-05,GB,1556,5,1445.75
2024-04-06,CA,2942,16,4596.51
2024-04-06,GB,1596,7,2020.23
2024-04-07,CA,2274,13,3714.22
2024-04-07,GB,1727,3,649.23
2024-04-08,CA,2008,8,1366.88
2024-04-08,GB,1826,4,627.98
2024-04-09,CA,1802,12,3514.02
2024-04-09,GB,1626,10,2605.9
2024-04-10,CA,2127,18,3914.99
2024-04-10,GB,1571,3,471.26
2024-04-11,CA,4081,16,6057.79
2024-04-11,GB,1659,8,2540.46
2024-04-12,CA,2058,22,3760.92
2024-04-12,GB,1427,7,1319.28
2024-04-13,CA,2404,18,3365.63
2024-04-13,GB,1525,5,1765.86
2024-04-14,CA,2185,16,2173.39
2024-04-14,GB,1604,8,2837.24
2024-04-15,CA,2001,8,1140.56
2024-04-15,GB,1441,4,424.17
2024-04-16,CA,2056,13,2392.73
2024-04-16,GB,1348,4,1118.83
2024-04-17,CA,2392,10,2977.07
2024-04-17,GB,1387,3,722.13
2024-04-18,CA,2256,16,2759.57
2024-04-18,GB,1403,10,2496.35
2024-04-19,CA,2032,13,3810.77
2024-04-19,GB,1384,7,1610.7
2024-04-20,CA,2095,12,1957.32
2024-04-20,GB,1485,4,657.42
2024-04-21,CA,2253,21,4964.52
2024-04-21,GB,1517,4,995.18
2024-04-22,CA,2438,14,1887.2
2024-04-22,GB,1419,5,1554.32
2024-04-23,CA,2223,14,3882.8
2024-04-23,GB,1436,3,1303.89
2024-04-24,CA,2006,12,2482.44
2024-04-24,GB,2100,5,1065.35
2024-04-25,CA,1831,10,1197.23
2024-04-25,GB,1561,2,542.1
2024-04-26,CA,1819,11,2313.89
2024-04-26,GB,1476,5,1815.38
2024-04-27,CA,2047,11,1855.92
2024-04-27,GB,1641,6,1848.71
2024-04-28,CA,2268,17,3227.23
2024-04-28,GB,1898,4,998.99
2024-04-29,CA,1959,10,2176.06
2024-04-29,GB,1576,4,873.64
2024-04-30,CA,1811,9,1589.59
2024-04-30,GB,1465,3,1124.01
2024-05-01,CA,1783,11,1859.11
2024-05-01,GB,1416,6,1661.45
2024-05-02,CA,1750,9,1262.39
2024-05-02,GB,1376,6,1413.49
2024-05-03,CA,1670,18,3206.67
2024-05-03,GB,1392,6,925.83
2024-05-04,CA,2022,11,2335.9
2024-05-04,GB,1646,7,1786.13
2024-05-05,CA,2098,11,1202.13
2024-05-05,GB,1806,6,2742.84
2024-05-06,CA,1911,15,3420.12
2024-05-06,GB,1957,6,1015.74
2024-05-07,CA,1811,18,4969.39
2024-05-07,GB,1546,2,390.58
2024-05-08,CA,1984,13,3609
2024-05-08,GB,1508,3,699.61
2024-05-09,CA,2042,17,2716.56
2024-05-09,GB,1631,5,846.85
2024-05-10,CA,1897,15,3181.56
2024-05-10,GB,1311,8,1395.8
2024-05-11,CA,1960,16,2838.81
2024-05-11,GB,1457,4,934.31
2024-05-12,CA,2034,10,2030.67
2024-05-12,GB,1528,7,2008.81
2024-05-13,CA,1973,10,2923.67
2024-05-13,GB,1608,5,1102.17
2024-05-14,CA,1975,9,1220.58
2024-05-14,GB,1485,5,1846.4
2024-05-15,CA,1815,12,1825.19
2024-05-15,GB,1353,6,2184.5
2024-05-16,CA,1995,15,2628.63
2024-05-16,GB,1450,8,2326.87
2024-05-17,CA,1903,10,1840.71
2024-05-17,GB,1288,5,1201.35
2024-05-18,CA,1955,17,3061.25
2024-05-18,GB,1460,4,700.96
2024-05-19,CA,1887,10,2180.57
2024-05-19,GB,1530,8,2031.98
2024-05-20,CA,1997,13,2007.68
2024-05-20,GB,1378,7,1482.92
2024-05-21,CA,1838,6,976.15
2024-05-21,GB,1643,5,684.92
2024-05-22,CA,2254,17,4419.84
2024-05-22,GB,1667,9,1776.47
2024-05-23,CA,2035,12,1476.15
2024-05-23,GB,1481,8,3668.79
2024-05-24,CA,1985,13,2245.78
2024-05-24,GB,1443,7,1519.37
2024-05-25,CA,2114,11,3109.37
2024-05-25,GB,1524,4,800.92
2024-05-26,CA,2432,14,3182.05
2024-05-26,GB,1982,4,841.76
2024-05-27,CA,2298,11,2521.34
2024-05-27,GB,1909,5,1195.07
2024-05-28,CA,2037,12,2383.86
2024-05-28,GB,1721,5,654.64
2024-05-29,CA,1871,12,2666.04
2024-05-29,GB,1691,7,2082.43
2024-05-30,CA,1806,12,1846.68
2024-05-30,GB,1850,5,1138.24
2024-05-31,CA,1736,15,2945.59
2024-05-31,GB,1622,8,2347.89
2024-06-01,CA,1705,12,1604.14
2024-06-01,GB,1591,10,1853.56
2024-06-02,CA,1923,10,2230.15
2024-06-02,GB,1546,13,2606.53
2024-06-03,CA,1863,12,2904.12
2024-06-03,GB,1389,7,1161.48
2024-06-04,CA,1679,15,2539.05
2024-06-04,GB,1399,8,1367.65
2024-06-05,CA,1683,13,2333.92
2024-06-05,GB,1358,10,2693.83
2024-06-06,CA,1615,17,2601.53
2024-06-06,GB,1356,8,1809.43
2024-06-07,CA,1760,8,1671.44
2024-06-07,GB,1311,6,1487.48
2024-06-08,CA,3502,12,1451.36
2024-06-08,GB,1516,5,876.8
2024-06-09,CA,2574,19,3313.93
2024-06-09,GB,1641,6,787.74
2024-06-10,CA,1848,10,2280.27
2024-06-10,GB,1776,6,1979.53
2024-06-11,CA,1916,19,4174.35
2024-06-11,GB,1625,11,2246.18
2024-06-12,CA,1745,20,4414.83
2024-06-12,GB,1478,3,1517.11
2024-06-13,CA,1972,14,4330.37
2024-06-13,GB,1803,9,2852.65
2024-06-14,CA,1846,16,3139.01
2024-06-14,GB,1742,4,1155.37
2024-06-15,CA,1754,13,2028.74
2024-06-15,GB,1767,7,2200.9
2024-06-16,CA,1995,12,1880.91
2024-06-16,GB,1778,4,1081.57
2024-06-17,CA,1921,9,2525.81
2024-06-17,GB,1646,1,121.38
2024-06-18,CA,2429,10,1864.06
2024-06-18,GB,2334,9,2045.83
2024-06-19,CA,1868,15,3625.5
2024-06-19,GB,1704,14,2805.08
2024-06-20,CA,1933,13,2594.15
2024-06-20,GB,1553,7,2799.67
2024-06-21,CA,1765,6,1412.05
2024-06-21,GB,1554,10,2642.56
2024-06-22,CA,1691,8,2268.27
2024-06-22,GB,1499,10,2532.4
2024-06-23,CA,2016,13,2675.92
2024-06-23,GB,1646,5,1381.78
2024-06-24,CA,1806,16,4241.04
2024-06-24,GB,1463,5,1407.75
2024-06-25,CA,1847,15,2612.43
2024-06-25,GB,1373,5,1633.28
2024-06-26,CA,1685,9,3060.16
2024-06-26,GB,1294,8,2393.01
2024-06-27,CA,1780,17,4651.81
2024-06-27,GB,1321,8,1895.79
2024-06-28,CA,1741,15,3500.73
2024-06-28,GB,1526,9,4222.15
2024-06-29,CA,1881,13,2458.31
2024-06-29,GB,1579,7,1217.8
2024-06-30,CA,2181,11,1795.81
2024-06-30,GB,1670,11,2184.76
2024-07-01,CA,1991,9,2949.79
2024-07-01,GB,1511,9,1992.54
2024-07-02,CA,1991,11,2166.33
2024-07-02,GB,1501,10,1759.17
2024-07-03,CA,1899,9,1737.62
2024-07-03,GB,1595,6,1326.65
2024-07-04,CA,1850,9,2593.62
2024-07-04,GB,1451,6,1335.43
2024-07-05,CA,1649,15,4601.62
2024-07-05,GB,1341,7,1973.76
2024-07-06,CA,1818,12,2304.74
2024-07-06,GB,1625,8,2425.2
2024-07-07,CA,1832,15,3285.62
2024-07-07,GB,1640,1,585.19
2024-07-08,CA,1813,17,3472.22
2024-07-08,GB,1518,10,3221.26
2024-07-09,CA,1623,9,2006.65
2024-07-09,GB,1756,2,316.11
2024-07-10,CA,1719,16,4437.79
2024-07-10,GB,1345,6,824.05
2024-07-11,CA,1743,17,2925.73
2024-07-11,GB,1423,5,1803.35
2024-07-12,CA,1790,16,2053.99
2024-07-12,GB,1412,4,778.73
2024-07-13,CA,1732,11,2537.02
2024-07-13,GB,1521,8,1185.68
2024-07-14,CA,1766,13,2099.62
2024-07-14,GB,1545,4,1033.7
2024-07-15,CA,1818,10,2484.48
2024-07-15,GB,1688,7,1200.72
2024-07-16,CA,2061,16,4884.12
2024-07-16,GB,1681,7,1428.44
2024-07-17,CA,1835,15,2428.32
2024-07-17,GB,1537,11,2582.22
2024-07-18,CA,1820,17,3726.63
2024-07-18,GB,1490,9,2385.22
2024-07-19,CA,1724,12,2019.3
2024-07-19,GB,1248,5,1335.31
2024-07-20,CA,1673,11,1934.25
2024-07-20,GB,1422,6,967.2
2024-07-21,CA,1827,13,1933.66
2024-07-21,GB,1670,5,1449.57
2024-07-22,CA,1901,2,188.52
2024-07-22,GB,1579,5,1625.06
2024-07-23,CA,1750,10,1881.1
2024-07-23,GB,1407,7,1716.76
2024-07-24,CA,1806,7,1130.43
2024-07-24,GB,1354,8,2397.02
2024-07-25,CA,1774,15,1794.45
2024-07-25,GB,1526,9,2912.09
2024-07-26,CA,1699,5,1021.3
2024-07-26,GB,1368,8,2646.37
2024-07-27,CA,1794,11,1438.19
2024-07-27,GB,1412,5,1337.71
2024-07-28,CA,1803,10,1865.98
2024-07-28,GB,1427,11,1930.42
2024-07-29,CA,1924,10,2803.45
2024-07-29,GB,1349,4,1216.63
2024-07-30,CA,1855,6,1099.45
2024-07-30,GB,1485,6,1309.94
2024-07-31,CA,1761,15,2432.12
2024-07-31,GB,1360,8,2150.13
2024-08-01,CA,1645,11,2430.56
2024-08-01,GB,1370,7,1574.89
2024-08-02,CA,1758,13,1955.36
2024-08-02,GB,1295,6,1004.55
2024-08-03,CA,1802,10,1468.99
2024-08-03,GB,1422,8,1417.55
2024-08-04,CA,1829,10,1914.81
2024-08-04,GB,1400,4,785.85
2024-08-05,CA,2312,17,2781.14
2024-08-05,GB,1779,5,1051.31
2024-08-06,CA,2016,12,3553.21
2024-08-06,GB,1491,7,1910.9
2024-08-07,CA,1906,11,2634.5
2024-08-07,GB,1428,7,2520.21
2024-08-08,CA,1777,7,962.68
2024-08-08,GB,1393,8,1569.47
2024-08-09,CA,2060,17,2138.26
2024-08-09,GB,1293,6,1350.54
2024-08-10,CA,1870,9,1280.78
2024-08-10,GB,1304,4,821.25
2024-08-11,CA,2033,10,1442.61
2024-08-11,GB,1410,5,1009.67
2024-08-12,CA,2219,15,1891.9
2024-08-12,GB,1511,4,1133.46
2024-08-13,CA,2045,8,1025.39
2024-08-13,GB,1514,8,1922.2
2024-08-14,CA,2044,15,1424.37
2024-08-14,GB,1584,5,1214.71
2024-08-15,CA,2044,22,4607.29
2024-08-15,GB,1535,5,923.72
2024-08-16,CA,2062,17,1694.97
2024-08-16,GB,1269,5,1357.9
2024-08-17,CA,2049,10,821.54
2024-08-17,GB,1423,5,1532.59
2024-08-18,CA,2194,10,1568.22
2024-08-18,GB,1501,5,1251.67
2024-08-19,CA,2332,12,3440.43
2024-08-19,GB,1510,7,2766.24
2024-08-20,CA,2308,13,3643.18
2024-08-20,GB,1480,2,374.39
2024-08-21,CA,2182,16,2386.15
2024-08-21,GB,1546,8,1845.12
2024-08-22,CA,2209,19,2579.73
2024-08-22,GB,1461,8,1871.79
2024-08-23,CA,2025,13,3934.79
2024-08-23,GB,1357,9,2232.98
2024-08-24,CA,1970,12,1922.37
2024-08-24,GB,1488,8,1423.46
2024-08-25,CA,2222,8,688.44
2024-08-25,GB,1566,6,1835.91
2024-08-26,CA,2182,27,6383.11
2024-08-26,GB,1655,8,2443.01
2024-08-27,CA,2170,17,1800.27
2024-08-27,GB,1599,15,2987.22
2024-08-28,CA,2150,14,2133.53
2024-08-28,GB,1735,10,1893.13
2024-08-29,CA,1975,10,993.28
2024-08-29,GB,1616,7,827.87
2024-08-30,CA,1956,17,2085.63
2024-08-30,GB,1373,9,3031.54
2024-08-31,CA,2038,14,2215.24
2024-08-31,GB,1476,7,1328.09
2024-09-01,CA,2203,14,3612.9
2024-09-01,GB,1606,6,1605.82
2024-09-02,CA,2308,17,2478.49
2024-09-02,GB,1692,9,2067.28
2024-09-03,CA,1834,9,2064.83
2024-09-03,GB,1655,14,3217.07
2024-09-04,CA,2007,12,1459.81
2024-09-04,GB,1489,6,1524.69
2024-09-05,CA,1871,18,2775.01
2024-09-05,GB,1385,4,1109.74
2024-09-06,CA,1800,17,2116.16
2024-09-06,GB,1357,9,2034.51
2024-09-07,CA,1946,14,2128.03
2024-09-07,GB,1584,8,1729.62
2024-09-08,CA,2090,16,2517.35
2024-09-08,GB,1700,15,3850.88
2024-09-09,CA,1742,7,1325.84
2024-09-09,GB,1550,5,1078.55
2024-09-10,CA,1791,8,935.43
2024-09-10,GB,1781,4,683.75
2024-09-11,CA,1794,11,1361.59
2024-09-11,GB,1662,4,781.25
2024-09-12,CA,1687,14,1718.05
2024-09-12,GB,1679,6,1910.71
2024-09-13,CA,1974,16,2685.51
2024-09-13,GB,1528,9,3038.84
2024-09-14,CA,2033,9,1395.22
2024-09-14,GB,1654,8,1977.48
2024-09-15,CA,2099,10,1331.06
2024-09-15,GB,2025,6,1896.84
2024-09-16,CA,1811,10,1572.21
2024-09-16,GB,1815,9,3013.71
2024-09-17,CA,1871,13,2980.93
2024-09-17,GB,1736,16,3370.99
2024-09-18,CA,2160,13,1356.49
2024-09-18,GB,1951,10,2772.89
2024-09-19,CA,1942,14,4209.17
2024-09-19,GB,1941,3,650.08
2024-09-20,CA,2025,15,1798.47
2024-09-20,GB,1684,5,1105.33
2024-09-21,CA,2022,9,1239.01
2024-09-21,GB,1777,6,997.9
2024-09-22,CA,2075,14,3309.05
2024-09-22,GB,1875,4,906.85
2024-09-23,CA,1931,5,948.62
2024-09-23,GB,1633,6,1449.89
2024-09-24,CA,2225,9,1757.41
2024-09-24,GB,1830,10,4522.35
2024-09-25,CA,2098,16,3069.74
2024-09-25,GB,2537,16,3203.83
2024-09-26,CA,2084,9,2392.65
2024-09-26,GB,1652,9,1984.34
2024-09-27,CA,2012,14,3024.07
2024-09-27,GB,1717,5,1117.64
2024-09-28,CA,2396,12,1869.14
2024-09-28,GB,1759,8,1770.87
2024-09-29,CA,2384,14,1886.93
2024-09-29,GB,1793,12,2987.34
2024-09-30,CA,2253,11,2340.86
2024-09-30,GB,1782,13,3267.13
2024-10-01,CA,1921,22,5036.77
2024-10-01,GB,1726,5,1201.48
2024-10-02,CA,1785,10,1361.72
2024-10-02,GB,1655,11,2264.66
2024-10-03,CA,1664,11,1627.07
2024-10-03,GB,1549,8,2394.66
2024-10-04,CA,1802,10,1181.89
2024-10-04,GB,1561,3,561.81
2024-10-05,CA,2204,6,637.55
2024-10-05,GB,1983,7,1846.52
2024-10-06,CA,2437,15,2091.61
